class, id, rating, comment
"neg","39520","1","Péssimo Já exclui 5 apps pra tentar baixar isso. Não funcionou. Sendo que o Galaxy 5 só cabem 7 apps (se der sorte) então estou com quase sem nada. Ôh beleza."
"neg","37387","1","Grrrrr fiquei um tempão baixando e não fuciona nada"
"neg","156225","1","Ruim para porraaaaa não baixem Victor vai De arrepender"
"neu","73499","1","quero jogar Quero jogar mas  tah baixando ainda"
"neg","161536","1","Muito fraco! Joguei 5 secs, sem mentir, e desinstalei logo! Não vale a pena!"
"neg","189749","1","Empresa picareta"
"pos","82986","1","O jogo O um nao pegou mais esse eu axo que pega parece ser muinto foda os graficos da pra ver que são otimos"
"neg","40062","1","Bom... ... É o caralho. Uma merda d app"
"neg","780","1","Parou de funcionar O jogo rodava legal no meu Arc S, após a atualização ele parou de funcionar. Já desinstalei e instalei novamente duas vezes, mesmo assim não deu em nada. Por favor desenvolvedores, dêem um jeito, o game é muito bom, mal deu para jogar."
"neg","33750","1","Não funcionou Para mim não funcionou - tenta abrir, congela um pouco e aborta."
"neu","116475","1","Coloca coisa q se vai usar ne? Se eu quiser ver video eu pego o link"
"neg","170434","1","Lisandra gata Uma porcaria sem graça não merece nenhuma estrela."
"neg","78119","1","samsumg galaxy y no meu samsumg ele fico tudo em preto só apareceu a parte do \"segaaaaaa\" ^^ oq eu fasso ¿"
"neg","183853","1","Uma merda So to dando uma estrela pq n tem como dar menos. N roda no galaxy y. Nem percam o tempo de vcs"
"neu","113304","1","sealy Essa internet da claro eh uma desgraca to enjuriado aqui"
"neg","133875","1","bosta essa porcaria não entra"
"neg","49200","1","Nao gostei Nao gostei pq nao pego no meu tablet, pq esse jogo é pra pc"
"neg","24137","1","Horrível,  trava e ainda por cima desliga meu celular."
"neg","101584","1","Lixo Nao funciona em nenhum celular ou tablet chines...prometeram resolver a meses e nada acontece"
"neg","5279","1","Bosta Nao recomendo nem para o pior inimigo"
"neg","163343","1","Nao funciona Consertem nao consigo nem abrir esta com defeito"
"neu","106078","1","27 mega Estou avaliando com uma estrela pq são 27 mega e n da pra passar pro cartão sd, quando for possível passar pro cartão sd eu mudo meu voto e baixo o jogo de novo."
"neg","107676","1","Horrível Esse negocio conseguiu travar meu celular,por isso desinstalei e dei uma estrela"
"neu","101331","1","Sem rede Fala pra verificar a rede!!!  So no meu tablet?  No celular roda normal, consertem isso o jogo e bom,mais vou desinstalar porque não funciona no meu tablet"
"neg","116390","1","Muito ruim Essa pora e d+ de ruim velho"
"neu","4083","1","Licença Pessoal comprei o jogo, na hora de abrir pede a licença não consigo jogar, alguem pode me ajudar?"
"neu","21510","1","sobre o jogo alguem me ajuda,eu clikei em instalar ai aparece instalado mais nao tem nada no meu celular,alguem me ajuda ae por favor?"
"neg","109479","1","Uma porra Melhor uma chereca fedida"
"neg","183848","1","Uma merda esse cassete Meu q bagulho chato haaaa se ferrar velho nem perde tempo com essa merda"
"neg","167991","1","Só entra a 1ª Péssimo no Galaxy Ace. Fica na tela inicial \"preparando\" e não sai disso. Já desinstalei e reinstalei, mas não adiantou."
"neg","74040","1","... Não ta dando pra instalar ;("
"neg","185012","1","Meu galaxy y nao pegou Conseguir instalar ai começa tudo normal mais quando carrega vai , mais depois trava"
"neg","64501","1","LIXO É uma merda"
"neg","35900","1","Horrível Péssima jogabilidade"
"neg","6785","1","Não faz download Não consigo fazer o download"
"neg","5700","1","Não consigo fazer o download Não consigo fazer o download, mando instalar mas depois de uns segundos ele fecha o download... Paguei à toa."
"neu","85975","1","Uma bosta eu nao consigo baixa no me celular, só no da minha e eu amo esse jogo"
"neu","8855","1","Beto To tentando baixar faz tempo e nao consegui, toda vez que chega em 90 mb ele dar erro. Por favor o que devo fazer."
"neg","51673","1","Que lixo de jogo nao instale '-'"
"neg","10167","1","Péssimo O idioma nem é o pior dos problemas e sim o touch, a menina mal vira e pula, aff, aguardo atualizações"
"neg","155292","1","Pessimo! Instalei para as filhotas, mas além do jogo em si ser muito fraco, fica em memória a enviar notificações de publicidade constantemente.  Completamente desaconselhado!"
"neg","177541","1","Só trava Nao passo de 3 bombas e o jogo ja abre uma propaganda e trava... Tem muito a melhorar."
"neg","9470","1","Perda de grana no Defy. Jogabilidade péssima no Defy,praticamente impossível ajustar a mira da arma e o programa sempre vai te acertar antes.Decepcionante!"
"neg","6347","1","Vcs são muitos ruim,eu comprei e não abre essa m....."
"neg","177640","1","Horrível De bomberman só tem o nome... Péssima tentativa de imitar o verdadeiro bomberman."
"neg","84779","1","Ruim Nao quis pegar demora um ano"
"neu","2610","1","no ace trava baixei e antes era perfeito atializei e agora trava.... por que comprar entao ? cuidade"
"neu","40101","1","Quando eu coloco para baixar não passa de 98 portento"
"neg","58858","1","Fujam desse app A versão free não funciona e querem ter uma versão paga? Não instalem que é furada"
"neg","10279","1","Xperia x10 Impossivel de jogar no x10, alem de so ser possivel apertar 2 botao juntos, o touch desse emulador faz voce apertar 2 ou 3 botoes sem querer so pelo fato do controle ser pequeno."
"pos","182366","1","bingooooo muito bom de se jogar"
"neu","7168","1","No HTC desire hd funciona perfeitamente agora, no meu novo celular HTC Sensation não funciona. Dont work HTC Sensation, come on EA."
"neg","150129","1","RUIM... Muito dependente da internet, tudo é carregado através dela. ao contrário de \"Last War (Gamevil)\" que usa a internet apenas para dar e receber os comandos. Vou ficar no Last War mesmo..."
"neg","70472","1","Pessimo Não funciona no Galaxy 551 Pra mim e um lixo"
"neg","114244","1","Chateado O jogo apagou meu save com a ultima atualização isso nunca aconteceu no meu android e um absurdo."
"neg","121062","1","Alguns defeitos a rua fica mexendo .... entre outros"
"neg","104661","1","ruim a imagem e boa so q o jogo e ruim pra controlar"
"neg","76161","1","Não gostei No meu galax não funciona."
"neg","34880","1","Odiei o aplicativo não funciona é uma merda, ele fica travando toda hora cu"
"neu","189911","1","O jogo é muito bom,mais pqgar pra passar para o segundo nível não é legal"
"neg","48544","1","Uma porcaria realmente. Jogo chatissimo"
"neg","135969","1","Galaxy ace Esta travando nem chega a abrir"
"neg","117007","1","Galaxy Y No meu galaxy Y não funcionou, a tela ficou toda quadriculada e escura"
"neg","31262","1","Ruim Nao carrega nada"
"neg","101865","1","Ñ instala no Lg p698 dual Termina de baixar e na hora de abrir o jogo diz que precisa de atualização, em seguida diz não estar conectado."
"neg","13855","1","Nao funciona Funcionou no meu galaxy s uns meses atras. Fui instalar no meu recem adquirido galaxy tab, e o jogo nao funciona - ha semanas nao consegue baixar os arquivos complementares."
"neg","12987","1","jogo travado Horrível, dá erro ao iniciar, mesmo no meu Galaxy SII. Paguei caro pelo app e não funciona."
"neg","132016","1","Porcaria Diz que funciona galaxy tab 7.0 plus, mas não roda diz que o aparelho não é compativel."
"neg","136439","1","Um coco Vai a merda"
"neg","182977","1","uma bosta nao recomendo para ninguem uma merda(ip)"
"neg","49192","1","Uma bosta N baixem isso vcs iram se arrepender"
"neu","153677","1","Rhay Ele deixa eu baixar, mas depois..Como ele pode dizer que não é compativel? Versão 4.0.3"
"neg","40144","1","Aff que bosta mo jogo sem graça"
"neg","12763","1","Uma bosta Jogo mt chato nao vale 50 centavos"
"neg","7023","1","Péssimo Não comprem! Nem iniciou o download, perdi dinheiro!"
"neg","189945","1","Pessimo Tem que pagar no final"
"neg","12396","1","Cruel Não rodar no SIII é brincadeira!"
"neg","113376","1","Hugo Jogo feio   bem lixo"
"pos","20826","1","Legal É bom pra quem não tem nada pra fazer, tipo eu! Mas é interessante de certo modo !"
"neg","5198","1","insatisfeito! COMPREI O JOGO, FUI ABRIR PEDIU PRA FAZER O DOWNLOAD. DEI INICIO E DEU ERRO, JA FIZ ISSO MUITAS VEZES. JÁ DESINSTALEI E TUDO! O QUE DEVO FAZER????????? EMAIL:  leosurf_14i@hotmail.com"
"neg","105750","1","Ruim Um cu jogabilidade pessima,ñ baixem"
"neg","49301","1","Besta O cara que inventou isso nao merece respeito algum devia toma vergonho na cara"
"neu","131890","1","Não e gratis"
"neg","1909","1","Bug Bug na hora de iniciar dessa live"
"neg","180306","1","Reinicia toda hora no milestone e nao da pra pintar paredes nem por piso. Fraco."
"neg","113488","1","Horrível muito chato não recomendo mesmo"
"neg","51752","1","Uma merda essa porcaria!! N presta jogo ruim do caramba baixem Cs STRIKE Muito bom o jogo..."
"neu","65966","1","nao consigo jogar como eu inicio"
"neg","51324","1","Mauull Naum gostei muitoo mas talvez vcs gostem"
"neg","110320","1","Algo s paxa cm os app da polarbit!! Tdo corre bem ate voce entrar no jogo alem d n jogar perde tempo procurando soluções!! Tenho pena mas fica assim"
"neu","25985","1","Esperando jogos legais"
"neg","51599","1","criatividade passou longe qui si foda o criador e pau no meu cú"
"neg","93921","1","Ele nao rodou no meu xt300"
"neg","49583","1","nao dá no meu tmn smart a7 não da , não é compativel , mas eu quero este jogo !"
"neg","34750","1","Galaxy y Estou muito triste porque no meu galaxy y nao é compativel"
"neg","128079","1","Erro Memoria insuficiente.... Sendo que eu tenho memoria."
"neg","101684","1","Não roda Ja instalei e desinstalei e a mesma mensagem continua aparecendo: verificando atualizacoes,ops parece que vc nao esta conectado a internet. Queria muuuito jogar. Alguém sabe me dizer porque isso acontece??"
"neg","118527","1","É uma pena No meu samsung galax tab roda jogos com gráficos 1000x melhor e esse fica saindo logo na segunda fase, por favor arruma esse pequeno problema, pois esse jogo parecia ser legal."
"neg","169654","1","Muita propaganda Fica impossível jogar com tanta propaganda."
"neg","163540","1","ruim esses jogos de futebol da gameloft sao uma bosta! nao chegam nem perto do pes e do fifa para a versao android e os graficos sao pessimo,para quem acha que a qualidade e de console deve ter um play 1 dentro de casa!"
"neg","123596","1","Muito grande!!! Você baixa 13M só que depois de baixar tem que ter espaço de 830M para instalar o jogo, para um dispositivo móvel quase 1Gb para um jogo é muito espaço!!!"
"neg","33647","1","Defy 525 Funcionou aqui so que fecha do nda."
"neg","27161","1","E Não é muito legal não"
"neg","15852","1","Nao esta rodando no meu milestone 2."
"neg","183556","1","Maira..mano eh mto ruim..travo tudo o meu celular..na feh naum abaixem..."
"neg","133202","1","Uma p@#&$"
"neg","118901","1","Um cu Não pode gravar é uma vista ese treco pita que pátio vai se fude quem inventou ese minecraft não tem vergonha na cara"
"neu","149917","1","Galaxy youg duo Como faz pra muda pro carttao de memoria pois diz que ta com a memooria isuficiente no fone!pv responda"
"neg","191071","1","Nem Nao consegui jogar :/"
"neg","39913","1","É uma bosta O jogo é muito ruim uma bosta"
"neg","185631","1","Nao gostei Naum entra"
"neu","14886","1","Nenhuma diferença Comprei a versão paga e nao vi nenhuma diferença entre a paga e free. Nem comprar jogadores. Se quiser passar raiva, compre"
"neu","9756","1","Não roda Sony Ericsson Live with Walkman. Comprei e quando vou jogar aparece a frase: \"Seu aparelho não é compatível com esse jogo\" e manda pedir o reembolso, mas em pesquisa no google vejo q outros usuários jogam ele no msm aparelho q o meu!"
"neu","7655","1","Não Atualizem!!! Após a atualização o jogo não funciona mais.... Sabia que esse preço do jogo era propaganda enganosa.... Decepção total com a Gameloft!!!"
"neg","58439","1","Triste Não vale nada devia a Ver jogos melhores"
"neg","134621","1","O app dá reboot no meu xperia sk17 Orrivel! O jogo nem inicia, trava na tela de \"loading\" e passa tanto tempo travado que o meu celular dá reboot sozinho!!!"
"neg","137799","1","Sem comentarios PESSIMO"
"neg","5888","1","Decepção Agora essa porcaria não passa da apresentação. Gameloft = shit."
"neg","7673","1","Não consigo utlizar Ao iniciar aparece uma mensagen dizendo que ocorreu um erro na rede,ja verifiquei a internet e utilizei outras e aperece a mesma coisa,o unico problema é que paguei R$ 14,06."
"neg","71058","1","Nao funciona. Instala abre mais nao clica em nada, nao funcionou no meu Xperia Arc!!! Aff queria jogar!!!"
"neu","83691","1","Muito difícil de jogar no galaxy, demasiado rápido.sem possibilidade de alterar a velocidade.fora isso gráficos interessantes."
"neg","146063","1","Trava quando acessa com Facebook Quando acessa com o Facebook trava tudo e desliga o celular! Ruim isso, não? =/"
"neg","91106","1","Não entendi, baixei ele.. E não instalou.. To baixando de novo.. Sony x8"
"neg","49234","1","Uma merda Pq não explicão como funciona essa merda ñ dario nenhuma estrela pra essa merda"
"neg","177668","1","Lixo Nao vale apena"
"neg","178974","1","Monstros Não gosto de monstros... Ficou meio que nada ha ver"
"neg","134320","1","Não funciona no galaxy y No começo funciona direito, mas depois fica travando direto!! Ajeitem isso pfvr, pois gosto muito desse jogo no meu ipad, gostaria d poder jogar no meu celular tbm!!"
"neu","38754","1","Samsung galaxy 5 Eu nao consigo baixa o aplicativo,nao tenho nada no aparelho e fala q o espaco e insuficiente.franciele Parece ser muito legal."
"neg","40922","1","Eka Verdadeira merda"
"neu","164786","1","Como  coloca roms"
"neg","182356","1","Lixo Chato pra caralho dá nem pra entender nada so baixei pra ganha zen em zenonia3"
"neg","107857","1","Baixou mas nao instalou:("
"neg","34633","1","Nao baixa no galaxy 5 Falta Espaço"
"neu","45501","1","Gabriel ssilvak Naoooooooo gostei fica toda hora pedindo seu face,mas o jogo e bom!"
"neg","4909","1","EDUARDO ESSE GAME NAO FUNCIONOL NO MEU SAMSUNGY GT-15510T EU QUERO SABER O POR QUE!!!"
"neg","33984","1","Não funcionou No meu Xperia mini pro, não consegui jogar. Não consegui clicar nos botões pois não houve resposta aos toques nas tela. Uma pena."
"neu","29863","1","Ja foi melhor!! Depois dessa atualizacao. O jogo so melhorou o grafico. Preferia o de antes..."
"neg","18410","1","Samsung Galaxy SII Eu já fechei o jogo e não consigo jogar mais. Está dando erro de licença e me dá a opção de comprar uma nova, mas quando abre o google play ele só dá a opção de abrir o jogo e volto para o erro de licença..."
"neu","78610","1","Ainda n joguei mais parece bom Parece ser bom , porém não me deixam jogar.sem avaliar"
"neg","133586","1","Nao roda no ace"
"neg","179376","1","Bug trava Comeco a jogar, 3segundos ele trava, meu android e um p1000 galaxy tab"
"neg","104151","1","Merda FICOU HORROROSO DPS DA ATUALIZAÇÃO, tomara que concertem"
"neg","173455","1","horrivel nao vale a pena esperar pra baixar uma porcaria dessa"
"pos","119967","1","Muito,mais muito FODA!!!!!!   ; )"
"neu","185739","1","Eu queria mto mas... Naum falo ingles,como posso jogar????"
"neu","185519","1","ZTE Pq esse game não funciona no meu ZTE SKATE android 2.3?"
"neg","190876","1","Achei sem graça, desinstalei"
"neg","10092","1","Galaxy ace Por favor pessoal do Google play arrumem o jogo pra rodar direito no galaxy ace ou me devolvam valor gasto pelo jogo!"
"neg","128394","1","Erro 920. G5 N da no g5 .. aff não da pra instalar o jogo mais dps da actualização .. ficou pessimooooooooo galaxy 5 . Não funciona mais"
"neg","60358","1","olha... isso é uma vergonha pra minha raça..."
"neu","101575","1","Não funciona Instale, mas fica procurando atualização e diz que não tenho conexão com internet! HELP!!!"
"neu","143466","1","Não Quando eu abro volta para o homesamsung (area de trabalho[pode ser né{mas no android meu e home samsung so no pc area de trabalho}])"
"neg","7754","1","Jogo travando demais O aplicativo trava o tempo todo no asus slider sl 101. Solicito resolucao do problema."
"neu","87265","1","Ola Altamente"
"neg","9958","1","Lixooooo Além de não pegar trava meu celular todo,ou seja,uma porcaria"
"neg","174705","1","Não funciona mais. O processo para e o jogo fecha por causa da atualização nova, dia 16/05. Horrível!"
"neg","54252","1","Uma merda Uma puta nao  deu pra baixa nem no meu i phone e nem no meu ipad"
"neg","156073","1","Eh uma porcaria naum funciona"
"neg","166614","1","Motorola defy O 1 e bem melhor, na fase 2 tem um bug do capeta ki n da pra passa n recomsndo"
"neg","6927","1","daniel baixei no meu galaxy ace mais quando fui fazer o download não faz comprei atoa.."
"neg","116997","1","Nao da Nao da pra jogar y duos"
"neg","138565","1","Ruim O jogo ocupa muito espaço...tem q ser menos (MB).meu celular esta sem espaco...da um jeito ai.vlw"
"neg","171463","1","No atrix, trava no começo da segunda missão..."
"neg","45782","1","Nem baixou demora mt Poww :rrrrrr"
"neg","30828","1","Ruim de mais Cara esse jg e só pista reta e muito ruim  então n aconselho ninguém a jogar isso."
"neg","90422","1","Android Os comandos sao muito lentos... fica chato jogar =/"
"neu","40678","1","Wtf?? Pq isso ta na categoria games?"
"neg","77732","1","Péssimo Eu baixei no galaxy y e na hora de abrir o jogo fica tudo preto e não dá pra jogar."
"neu","180655","1","Mudaram as permissoes, fiquem de olho."
"neu","123069","1",":'( Ele baixa e tal. Mais na hr de baixar os conteudos da erro toda hr nao vai affz, por isso vou dar 1 estrela nao posso avaliar direito sem te jogado"
"neg","177590","1","Vitor Pow fica pedindo pra instalar a outra versao e nao roda no meu motorola."
"neg","86698","1","..lixo de mobage esses filhos da puta da mobage acham que todo mundo tem wi-fi.. bando de inúteis.. nem deu pra jogar"
"neg","139230","1","Seria perfeito Seria perfeito se n fosse o fato de n conseguir ANDAR..."
"neg","35127","1","Travando no galaxy s2 Uma estrela o jogo e bom mas trava no galaxy s2 quando você tenta reiniciar um missão"
"neg","135690","1","Não pega no xt300 :("
"pos","182259","1","Bom Legalsinho"
"neg","190825","1","Lixo Perda de tempo... Muito ruim"
"neg","91393","1","silas da bahia e um lixo"
"neg","65868","1","Como esse povo jogo??tem pessoas que disse\"começei a jogar e não parei mais '' . Como assim ,lixo isso um lixo o google aceitou ,um lixo perdi tempo ."
"neg","8372","1","Podre Sem graça"
"neu","182804","1","Só baixei pra ganhar moedas em outros jogos e.e"
"neu","81397","1","Deny falcao manaus hd auto mecanica Sou mecanico e adoro carros e quero um jogo de corida de verdade. Vou testa ese se eu gostar darei a estrela meresida ok..."
"neg","51847","1","Uma bosta Nao se engane pela imagem, é totalmente diferente...horrivel"
"neg","78019","1","Tela escurece no galaxy y Aparece a tela inicial de boa... mas na hora da diversão escurece tudo e só fica o som."
"neg","12239","1","Horivel Nao e compativel com o meu celular horivel"
"neg","63416","1","Boliche ? Ow... É gratis, mas é muito fraco. Desinstalado com sucesso !"
"neg","46418","1","Fgh Demora d+ prá baixar....e agors"
"neg","24403","1","Nao to conseguindo baixa"
"neg","63411","1","Deixou de funcionar após a última  atualização. Fih  Boston"
"neg","73747","1","Ruim Nao baixem"
"neg","51818","1","Péssimo.. Péssimo.... Muito ruim pra mirar... Galaxy s"
"neg","44803","1","Marcio Faixas de propaganda atrapalham jogo, ficam parcialmente cobrindo a mesa. Nao fosse isso seria bom"
"neg","101621","1","Difícil ... Após baixar o jogo apareceu uma msg dizendo pra me conectar a internet, mas já estava no wi-fi, não deu certo desisti"
"neg","50911","1","CB Para de funcionar do nada vc toca e não inicia o jogo!"
"neg","21666","1","Não instala N funciona"
"neg","117457","1","Galaxy Y Não funciona no galaxy Y..  Ainda diz que é compatível --'"
"neg","182327","1","Fatima ossenkopp So baixei pra ganhar nozes na era do gelo.. E mesmo assim nao ganhei fui troladaaa..desinstalando now..."
"neg","61125","1","Virus virus e mais viros meu celu quase queimo"
"neg","141950","1","Nao funfa atrix tv Po sinceramenre n tenho 3g . Po demorou 7hrs p. Baixar ja baixei 2vezes e n roda , assim fica dificil"
"neg","119069","1","Não entendi a finalidade deste aplicativo Não conseguiu prender a minha atenção. Pode até ser bom construir mundos, mas nao acho q seja um dos melhores aplicativos."
"neg","83051","1","Nao instala Ja baixei duas vezes e nao concigo jogar toda vez aparece- nao foi possivel instalar... nao entendo q pena"
"neg","96843","1",". Não roda no meu xperia sola!"
"neg","81314","1","Eu fikei um dia todo pra baixar essa porra pra nao mostrar nada no xt300. Spice ass abobrao de itaqua"
"neg","140734","1","Muito ruim Um lixo de jogo"
"neu","181223","1","Fundo preto        x8"
"neu","131662","1","..... O jogo e bom mas A atualização deixou o jogo travando e so ta entrando com rede disponive fora que perdi tdo ke perdi tdoo ke conquistei"
"neg","177372","1","Podre Muito ruim.  Nao recomendo. So trava. Bugou meu celular"
"neg","117868","1","Isso e um cu nao quer baixar tablet moxpad731"
"neu","42777","1","Optimus L7 Esse celular é uma mera, não tem 2 núcleo do processador e não filma em hd"
"neu","134775","1","nao sei como joga Aff nao sei como joga “/"
"neu","9304","1","Parece bom Paguei, e no arquivo 11 deu 52%  e parou..uma pena..muitos arquivos para download..nao valeu a pena.mas parece bom o jogo.S II"
"neu","144399","1","Enjooei Não consigo comprar mais músicas pelo celular."
"neg","6818","1","Não reinstala. Precisei desinstalar para liberar espaço e, ao tentar reinstalar, não faz o download dos arquivos adicionais de jeito nenhum. Frustrante."
"neg","170406","1","Jogo sem graça ..."
"neg","174839","1","está com bug problema no servidor desde ontem"
"neg","136073","1","Porra o jogo nem abre merda  muito pezadoo"
"neg","181822","1","Bosta Demora um tempão para baixar e depois não roda E leva uma estrela porque não tem como botar nada"
"neg","52423","1","Uma bosta _/_"
"neg","1842","1","Nao roda no galaxy ll Poxa! Não sei o que acontece,pois não roda no meu galaxy ll; aparece uma mesagem de pacote inválido. Se alguem souber como resolver eu agradeço."
"neg","9926","1","Me decepcionei Comprei o aplicativo, e ele roda roda roda e não abre."
"neu","144353","1","Uma pena Não tem uma versão para o galaxy y duos!"
"neg","79094","1","Acabei de baixar e é a 3 vez q trava"
"neg","167378","1","Lixo!!"
"neu","105071","1","Não deu pra baixa"
"neg","15883","1","Não rodou no Milestone 2 Não rodou no meu milestone 2. Tentei entrar em contato c/ produtora via market até agora nada. Na hora de verificar a licensa dá um force closure."
"neg","7126","1","Mais um que foi enganado...no market diz ser compativel, mas na verdade não é! Galaxy S2"
"neg","17256","1","Aparece comprado mais n efetua o download."
"neu","9829","1","Force Close on Xoom Ultimamente o UNICO jogo da Gameloft q roda aqui é o N.O.V.A 2..... q q ta acontecendo?É só cmg??"
"neg","185786","1","Merda Horrivel nao gosto de poker e so baixei pq para ganhar morangoa no gina aquele jogo da girafa e nao da certo!nao baixem vao peter o aeu tempo"
"neg","182111","1","Dede Não  Gostou"
"neg","57752","1","Galaxy note Não baixem a pessoa q se assustar pode quebrar o seu celular"
"neg","128887","1","Diferente do Pc Quem joga no computador tem muito mais vantagens!! Só descobri que dava pra melhorar estádio depois de um mês jogando. Tem que melhorar esse app urgentemente."
"neg","182279","1","Diamantes merda!! Bela porcaria  Jogo de "
"neg","182883","1","Ruim nao baixe So baixei pra ganhar gemas no constantine, mas e o pior.jogo que ha"
"neu","141523","1","Xperia Não consigo fazer download da erro 911 :-/"
"neg","77161","1","Esse jogo ateh abre, mas na hora de jogar ele trava.."
"neg","107679","1","Ruim Jogo zuado"
"neg","90375","1","Ruim Controlabilidade ruim, fantasmas ficam travados."
"neg","138675","1","Nosssaaaa Isso é uma verdadeira porcaria"
"neg","175858","1","Grande Porcaria! No San francisco nao da para ouvir nada."
"neg","57128","1","Ki merda A unica coisa q presta nesse app é o gameplay! Kkkkkkkkk"
"neg","83826","1","Juh Péssimo não instale e só perda de tempo de instalar e depois de desinstalar"
"neg","74660","1","Nao consigo abrir o jogo no meu tablet ..depois do carregamento ele fecha e volta a minha area d trabalho.."
"neg","87947","1","Travando Fica engasgando no Atrix com CM7."
"neg","77649","1","nao vale a pena esse jogo e uma merda nao vale a pena instala . o jogo so tem 3 telas e cada tela tem 20 segundos de jogo"
"neu","128213","1","jogo de merda (iphone) nao consigo baixar, fala que nao tem espaço mas teem.  me ajudem,  como que baixa app no cartao SD?  HELP ME pf"
"neg","104016","1","Ruin Muito ruim nao baixe ou perderá tempo!"
"neu","114110","1","Xperia s Diz não ser compatível com o xperia s pelo google play do telefone..."
"neg","162111","1","Uma bosta. Não funciona."
"neu","2555","1","Galaxy s2 Jogo e bom , mais gente isso de ta conectado net tem como ñ '.."
"neg","63806","1","Ui Enjoa rapido se vc quer um jogo baum mesmo e bad piggies"
"neg","23669","1","Muito pesado..vive dando erro!  Excluindo...."
"neg","131481","1","Xperia arc Ainda continuo com problemas com esta atualização muitos bugs (travando mto)"
"neu","165905","1","Caramba Meu joguei no cel do meu primo gostei mto mais no meu está travando."
"neu","101558","1","Grande Desilusão O jogo é mt bom mas sempre q estás a chegar a um nível avançado ele bloqueia e ñ dá mais para abrir o jogo.É viciante msm mas fiquei mt desiludida c este aspeto.É a segunda vez q instalo o jogo é voltou a bloquear."
"neu","77441","1","Gui nao presta nao da para baixar fika dando errro"
"neu","71771","1","Erro ao fazer download no galaxy 5 Da erro ao tentar fazer o download no samsung galaxy 5 gt-i5500b, mesmo com memória livre."
"neu","82666","1","Nao consigo baixar... Na memoria do telefone..q esta 133mb livre...fica falando q o espaço é insuficient..."
"neu","139310","1","Bom! Mais tenho que questionar O jogo seria melhor, se não dependesse de ajuda de internet pr ficar aberto, eu joguei uma parte, depois.da segunda passou a não abri mais,fica dizendo pr forçar fechamento, portanto quem criou,, não tem raciocínio pr fazer um jogo, porque não oferece pr gente jogar um pouco, e depois comprar o restante pela a operadora? Seria sensacional assim, vamos tentar fazer as coisas melhor, pr não deixar agente furioso.....estou decepcionado, uma estrela só, eu não iria dá nenhuma....por.falta de inteligência de voc"
"neg","62963","1","Horrivel Esse jogo parece uma merda o jogo ruim!"
"neu","1979","1","Bug Alguém com problemas para jogar online com o amigo? pede para atualizar, mas não tem atualização disponivel....."
"neg","119768","1","Podre Não perca seu tempo !"
"neg","180265","1","Um lixo baixei atoa não roda no Galaxy 5"
"neg","12771","1","Nao pega Comprei essa merda e simplesmente nao instalou, se existisse a avaliacao d -10 estrelas seria essa minha avaliacao!"
